name,url,price,rating
Dune (Dune #1),dune-dune-1_151/index.html,£54.86,star-rating One
Dracula,dracula_150/index.html,£52.62,star-rating Three
Do Androids Dream of ...,do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,£51.48,star-rating One
Disrupted: My Misadventure in ...,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,£15.28,star-rating Five
Dead Wake: The Last ...,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,£39.24,star-rating Five
"David and Goliath: Underdogs, ...",david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,£17.81,star-rating One
Darkfever (Fever #1),darkfever-fever-1_145/index.html,£56.02,star-rating One
Dark Places,dark-places_144/index.html,£23.90,star-rating Five
Crazy Rich Asians (Crazy ...,crazy-rich-asians-crazy-rich-asians-1_143/index.html,£49.13,star-rating Five
Counting Thyme,counting-thyme_142/index.html,£10.62,star-rating One
Cosmos,cosmos_141/index.html,£36.17,star-rating Two
Civilization and Its Discontents,civilization-and-its-discontents_140/index.html,£59.95,star-rating Two
Cinder (The Lunar Chronicles ...,cinder-the-lunar-chronicles-1_139/index.html,£26.09,star-rating One
Catastrophic Happiness: Finding Joy ...,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,£37.35,star-rating Two
Career of Evil (Cormoran ...,career-of-evil-cormoran-strike-3_137/index.html,£24.72,star-rating Two
Breaking Dawn (Twilight #4),breaking-dawn-twilight-4_136/index.html,£35.28,star-rating Five
Brave Enough,brave-enough_135/index.html,£51.32,star-rating Five
Boy Meets Boy,boy-meets-boy_134/index.html,£21.12,star-rating Three
Born to Run: A ...,born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,£27.35,star-rating Two
Blink: The Power of ...,blink-the-power-of-thinking-without-thinking_132/index.html,£21.74,star-rating Five
Black Flags: The Rise ...,black-flags-the-rise-of-isis_131/index.html,£40.87,star-rating One
"Black Butler, Vol. 1 ...",black-butler-vol-1-black-butler-1_130/index.html,£49.31,star-rating One
Big Little Lies,big-little-lies_129/index.html,£22.11,star-rating One
Between Shades of Gray,between-shades-of-gray_128/index.html,£20.79,star-rating Five
Best of My Love ...,best-of-my-love-fools-gold-20_127/index.html,£27.41,star-rating Two
Beowulf,beowulf_126/index.html,£38.35,star-rating Two
Beautiful Creatures (Caster Chronicles ...,beautiful-creatures-caster-chronicles-1_125/index.html,£21.55,star-rating Five
Awkward,awkward_124/index.html,£38.02,star-rating Two
Ash,ash_123/index.html,£22.06,star-rating Four
Are We There Yet?,are-we-there-yet_122/index.html,£10.66,star-rating Three
Are We Smart Enough ...,are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,£56.58,star-rating One
Annie on My Mind,annie-on-my-mind_120/index.html,£36.83,star-rating Five
And Then There Were ...,and-then-there-were-none_119/index.html,£35.01,star-rating Two
A Walk in the ...,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,£30.48,star-rating Four
A Visit from the ...,a-visit-from-the-goon-squad_117/index.html,£14.08,star-rating Five
A Storm of Swords ...,a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,£31.22,star-rating Two
A Heartbreaking Work of ...,a-heartbreaking-work-of-staggering-genius_115/index.html,£54.29,star-rating Five
8 Keys to Mental ...,8-keys-to-mental-health-through-exercise_114/index.html,£31.04,star-rating One
#GIRLBOSS,girlboss_113/index.html,£50.96,star-rating One
The Suffragettes (Little Black ...,the-suffragettes-little-black-classics-96_112/index.html,£11.89,star-rating Two
The Sense of an ...,the-sense-of-an-ending_111/index.html,£31.38,star-rating Three
"The Sandman, Vol. 2: ...",the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,£54.81,star-rating One
The Course of Love,the-course-of-love_109/index.html,£16.78,star-rating Three
Sugar Rush (Offensive Line ...,sugar-rush-offensive-line-2_108/index.html,£24.42,star-rating One
"Saga, Volume 2 (Saga ...",saga-volume-2-saga-collected-editions-2_107/index.html,£11.75,star-rating Three
"Run, Spot, Run: The ...",run-spot-run-the-ethics-of-keeping-pets_106/index.html,£20.02,star-rating One
New Moon (Twilight #2),new-moon-twilight-2_105/index.html,£12.86,star-rating Four
Life,life_104/index.html,£31.58,star-rating Five
Kindle Paperwhite User's Guide,kindle-paperwhite-users-guide_103/index.html,£34.00,star-rating Three
H is for Hawk,h-is-for-hawk_102/index.html,£57.42,star-rating Five
Girl Online On Tour ...,girl-online-on-tour-girl-online-2_101/index.html,£53.47,star-rating One
"Fruits Basket, Vol. 2 ...",fruits-basket-vol-2-fruits-basket-2_100/index.html,£11.64,star-rating Five
Diary of a Minecraft ...,diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,£52.88,star-rating Four
"Y: The Last Man, ...",y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,£18.51,star-rating Four
While You Were Mine,while-you-were-mine_97/index.html,£41.32,star-rating Five
Where Lightning Strikes (Bleeding ...,where-lightning-strikes-bleeding-stars-3_96/index.html,£39.77,star-rating Three
When I'm Gone,when-im-gone_95/index.html,£51.96,star-rating Three
Ways of Seeing,ways-of-seeing_94/index.html,£39.51,star-rating Five
"Vampire Knight, Vol. 1 ...",vampire-knight-vol-1-vampire-knight-1_93/index.html,£15.40,star-rating One
Vampire Girl (Vampire Girl ...,vampire-girl-vampire-girl-1_92/index.html,£53.82,star-rating Two
Twenty Love Poems and ...,twenty-love-poems-and-a-song-of-despair_91/index.html,£30.95,star-rating Four
Travels with Charley: In ...,travels-with-charley-in-search-of-america_90/index.html,£57.82,star-rating Five
Three Wishes (River of ...,three-wishes-river-of-time-california-1_89/index.html,£44.18,star-rating Two
This One Moment (Pushing ...,this-one-moment-pushing-limits-1_88/index.html,£48.71,star-rating One
The Zombie Room,the-zombie-room_87/index.html,£19.69,star-rating Five
The Wicked + The ...,the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,£36.52,star-rating Two
The Tumor,the-tumor_85/index.html,£41.56,star-rating Five
The Story of Hong ...,the-story-of-hong-gildong_84/index.html,£43.19,star-rating Four
The Silent Wife,the-silent-wife_83/index.html,£12.34,star-rating Five
The Silent Twin (Detective ...,the-silent-twin-detective-jennifer-knight-3_82/index.html,£36.25,star-rating Three
The Selfish Gene,the-selfish-gene_81/index.html,£29.45,star-rating One
The Secret Healer,the-secret-healer_80/index.html,£34.56,star-rating Three
"The Sandman, Vol. 1: ...",the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,£54.12,star-rating Three
The Republic,the-republic_78/index.html,£33.78,star-rating Three
The Odyssey,the-odyssey_77/index.html,£29.64,star-rating Three
The No. 1 Ladies' ...,the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,£57.70,star-rating Four
The Nicomachean Ethics,the-nicomachean-ethics_75/index.html,£36.34,star-rating One
The Name of the ...,the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,£50.59,star-rating Three
The Mirror & the ...,the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,£29.38,star-rating One
The Little Prince,the-little-prince_72/index.html,£45.42,star-rating Two
The Light of the ...,the-light-of-the-fireflies_71/index.html,£54.43,star-rating One
The Last Girl (The ...,the-last-girl-the-dominion-trilogy-1_70/index.html,£36.26,star-rating Two
The Iliad,the-iliad_69/index.html,£16.16,star-rating One
The Hook Up (Game ...,the-hook-up-game-on-1_68/index.html,£36.29,star-rating Five
The Haters,the-haters_67/index.html,£27.89,star-rating Five
The Girl You Lost,the-girl-you-lost_66/index.html,£12.29,star-rating Five
The Girl In The ...,the-girl-in-the-ice-dci-erika-foster-1_65/index.html,£15.85,star-rating Three
The End of the ...,the-end-of-the-jesus-era-an-investigation-1_64/index.html,£14.40,star-rating One
The Edge of Reason ...,the-edge-of-reason-bridget-jones-2_63/index.html,£19.18,star-rating Four
The Complete Maus (Maus ...,the-complete-maus-maus-1-2_62/index.html,£10.64,star-rating Three
The Communist Manifesto,the-communist-manifesto_61/index.html,£14.76,star-rating Three
The Bhagavad Gita,the-bhagavad-gita_60/index.html,£57.49,star-rating Three
The Bette Davis Club,the-bette-davis-club_59/index.html,£30.66,star-rating Three
The Art of Not ...,the-art-of-not-breathing_58/index.html,£40.83,star-rating Four
Taking Shots (Assassins #1),taking-shots-assassins-1_57/index.html,£18.88,star-rating Two
Starlark,starlark_56/index.html,£25.83,star-rating Three
"Skip Beat!, Vol. 01 ...",skip-beat-vol-01-skip-beat-1_55/index.html,£42.12,star-rating Three
Sister Sable (The Mad ...,sister-sable-the-mad-queen-1_54/index.html,£13.33,star-rating Three
Shatter Me (Shatter Me ...,shatter-me-shatter-me-1_53/index.html,£42.40,star-rating One
Shameless,shameless_52/index.html,£58.35,star-rating Three
Shadow Rites (Jane Yellowrock ...,shadow-rites-jane-yellowrock-10_51/index.html,£21.72,star-rating Four
Settling the Score (The ...,settling-the-score-the-summer-games-1_50/index.html,£44.91,star-rating Two
Sense and Sensibility,sense-and-sensibility_49/index.html,£37.46,star-rating One
"Saga, Volume 1 (Saga ...",saga-volume-1-saga-collected-editions-1_48/index.html,£28.48,star-rating One
"Rhythm, Chord & Malykhin",rhythm-chord-malykhin_47/index.html,£28.34,star-rating Two
"Rat Queens, Vol. 1: ...",rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,£46.96,star-rating Five
Paradise Lost (Paradise #1),paradise-lost-paradise-1_45/index.html,£24.96,star-rating One
"Paper Girls, Vol. 1 ...",paper-girls-vol-1-paper-girls-1-5_44/index.html,£21.71,star-rating Four
Ouran High School Host ...,ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,£29.87,star-rating Three
Origins (Alphas 0.5),origins-alphas-05_42/index.html,£28.99,star-rating One
One Second (Seven #7),one-second-seven-7_41/index.html,£52.94,star-rating Two
On the Road (Duluoz ...,on-the-road-duluoz-legend_40/index.html,£32.36,star-rating Three
Old Records Never Die: ...,old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,£55.66,star-rating Two
Off Sides (Off #1),off-sides-off-1_38/index.html,£39.45,star-rating Five
Of Mice and Men,of-mice-and-men_37/index.html,£47.11,star-rating Two
Myriad (Prentor #1),myriad-prentor-1_36/index.html,£58.75,star-rating Four
My Perfect Mistake (Over ...,my-perfect-mistake-over-the-top-1_35/index.html,£38.92,star-rating Two
"Ms. Marvel, Vol. 1: ...",ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,£39.39,star-rating Four
Meditations,meditations_33/index.html,£25.89,star-rating Two
Matilda,matilda_32/index.html,£28.34,star-rating One
Lost Among the Living,lost-among-the-living_31/index.html,£27.70,star-rating Four
Lord of the Flies,lord-of-the-flies_30/index.html,£24.89,star-rating Three
Listen to Me (Fusion ...,listen-to-me-fusion-1_29/index.html,£58.99,star-rating Three
Kitchens of the Great ...,kitchens-of-the-great-midwest_28/index.html,£57.20,star-rating Five
Jane Eyre,jane-eyre_27/index.html,£38.43,star-rating Five
Imperfect Harmony,imperfect-harmony_26/index.html,£34.74,star-rating Four
Icing (Aces Hockey #2),icing-aces-hockey-2_25/index.html,£40.44,star-rating Four
"Hawkeye, Vol. 1: My ...",hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,£45.24,star-rating Three
Having the Barbarian's Baby ...,having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,£34.96,star-rating Four
"Giant Days, Vol. 1 ...",giant-days-vol-1-giant-days-1-4_22/index.html,£56.76,star-rating Four
"Fruits Basket, Vol. 1 ...",fruits-basket-vol-1-fruits-basket-1_21/index.html,£40.28,star-rating Five
Frankenstein,frankenstein_20/index.html,£38.00,star-rating Two
Forever Rockers (The Rocker ...,forever-rockers-the-rocker-12_19/index.html,£28.80,star-rating Three
Fighting Fate (Fighting #6),fighting-fate-fighting-6_18/index.html,£39.24,star-rating Three
Emma,emma_17/index.html,£32.93,star-rating Two
"Eat, Pray, Love",eat-pray-love_16/index.html,£51.32,star-rating Three
Deep Under (Walker Security ...,deep-under-walker-security-1_15/index.html,£47.09,star-rating Five
Choosing Our Religion: The ...,choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,£28.42,star-rating Four
Charlie and the Chocolate ...,charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,£22.85,star-rating Three
Charity's Cross (Charles Towne ...,charitys-cross-charles-towne-belles-4_12/index.html,£41.24,star-rating One
Bright Lines,bright-lines_11/index.html,£39.07,star-rating Five
Bridget Jones's Diary (Bridget ...,bridget-joness-diary-bridget-jones-1_10/index.html,£29.82,star-rating One
Bounty (Colorado Mountain #7),bounty-colorado-mountain-7_9/index.html,£37.26,star-rating Four
Blood Defense (Samantha Brinkman ...,blood-defense-samantha-brinkman-1_8/index.html,£20.30,star-rating Three
"Bleach, Vol. 1: Strawberry ...",bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,£34.65,star-rating Five
Beyond Good and Evil,beyond-good-and-evil_6/index.html,£43.38,star-rating One
Alice in Wonderland (Alice's ...,alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,£55.53,star-rating One
"Ajin: Demi-Human, Volume 1 ...",ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,£57.06,star-rating Four
A Spy's Devotion (The ...,a-spys-devotion-the-regency-spies-of-london-1_3/index.html,£16.97,star-rating Five
1st to Die (Women's ...,1st-to-die-womens-murder-club-1_2/index.html,£53.98,star-rating One
"1,000 Places to See ...",1000-places-to-see-before-you-die_1/index.html,£26.08,star-rating Five
